Plarity,Text
P,شیکسپیئر نے یقیناًسچ کہا تھا…’’ہر چمکنے والی چیز سونا نہیں ہوتی‘‘۔
Neu,تاریخ خود کو دہرانے جا رہی ہے۔
N,حکمراں ایک مرتبہ پھر فوج کے ساتھ کبیدہ خاطر اور 1999 کے سائے ایک بارپھر منڈلاتے ہوئے۔
N,قسمت کی ستم ظریفی سمجھ لیں کہ پاکستان کو با ر بار اُنہیں راہوں پر آبلہ پائی کرنا پڑتی ہے جن سے وہ کچھ دیر پہلے گزر کر پائوں لہولہان کرا بیٹھا تھا۔
Neu, کیا ایک بار پھر’’اک رستہ، دو راہی‘‘والا معاملہ درپیش ہے؟ 
N,کیا دفاعی اداروں نے ہنوز اپنی حدود میں رہنا نہیں سیکھا یا پھر موجودہ حکمراں ہی ’’مریض ِ لادوا‘‘ ہیں۔
P, اگر حقیقت پسندی کا مظاہرہ کرتے ہوئے دیکھیں تو اندازہ ہوگا کہ ان کا مسئلہ فوج نہیں، وہ خود ہی ہیں۔
N,دراصل وہ کسی ایسے شخص کے ساتھ نباہ کر ہی نہیں سکتے جو ان کی جی حضوری میں نہ لگا رہے۔
N, زیادہ تر انسانوں کی طرح، وہ بھی قدیم ترین بشری کمزوری، خوشامد، کا شکار ہیں اور...’’یہ وہ پھل ہے جو جنت سے نکلواتا ہے آدم کو۔‘‘
Neu,جب سے وہ بازار سیاست میں قسمت آزمائی کر رہے ہیں۔
Neu,اور یہ اسّی کی دہائی کی بات ہے جب اُس وقت کے پنجاب کے گورنر لیفٹیننٹ جنرل غلام جیلانی نے موجودہ وزیراعظم کو پنجاب کا فنانس منسٹر بنایا۔
N,وہ چاپلوس اور چرپ زبان سرکاری افسروں کے درمیان گھرا رہنا پسند کرتے ہیں۔
Neu, اب جبکہ وہ تیسری مدت کے لئے وزارت  عظمیٰ پر فائز ہیں، یہ رجحان ہنوز تبدیل ہونا باقی ہے۔
P, دوسری طرف فوج کے ساتھ مسئلہ یہ کہ اس کے چیف،چاہے وہ کتنی ہی دھیمی طبیعت اور معتدل مزاج کیوں نہ رکھتا ہو، کو زیب نہیں دیتا کہ وہ اپنے باس کی خوشامد کو اپنا معمول بنالے۔ 
P,وہ کسی درباری شاعر کی طرح وزیر ِاعظم کی تعریف و توصیف کو اپنا فن نہیں بنا سکتا۔
Neu, سیاست دان، سرکاری افسر اور مصاحب ، خاص طور پر جو آج کل وزیر اعظم کے ارد گرد دکھائی دیتے ہیں۔
P, اس وصف میں یدِطولیٰ رکھتے ہیں لیکن دنیا کی مضبوط ترین فوج میں سے ایک کے سپہ سالار، جس کے پاس ایٹمی ہتھیاروں کی کنجی بھی ہو، سے چرب زبانی کی توقع کرنا زیادتی ہو گی۔ 
P, اس کی وجہ یہ نہیں کہ آرمی چیفس فطرتاً سیزر یا سکندر ہوتے ہیں، بلکہ اس عہدے کے حامل افراد کو زیب نہیں دیتا کہ وہ خارا شگافی کی جگہ شیشہ سازی کرتے دکھائی دیں۔ 
Neu,پنجاب کے موجودہ آئی جی پولیس خان بیگ کو حکمران فرائض کے علاوہ بھی کچھ کرنے کا حکم دے سکتے ہیں۔
Neu,وہ خدمت بجا لائیں گے لیکن انہی بیگ صاحب کو آرمی چیف بنا دیں تو پھر کچھ کہہ کر دیکھ لیں۔
Neu,عہدہ سنبھالتے ہی ان کا مزاج بدل جائے۔
N,پھر وزیراعظم کہیں گے کہ سازش ہو گئی۔
N,یہ بھی حقیقت ہے کہ آرمی چیف کوئی فرشتہ سیرت انسان نہیں ہوتے۔
N,ان سے بھی حماقتیں سرزد ہو سکتی ہیں۔
N,وہ بھی غلط جنگوں میں الجھ کر شکست کھا سکتے ہیں۔
P,فوج ہتھیار ڈال سکتی ہے اور جنرل بھی دولت کے اتنے ہی متمنی ہو سکتے ہیں جتنے نواب شاہ کے نواب یا رائے ونڈ کے راجہ، لیکن ان سے کسی حکمران کو خوشامد کی توقع نہیں رکھنی چاہئے۔ 
N, ہاں یہ ہو سکتا ہے ، جیسا کہ ضیاالحق نے اپنے باس کی خوشامد کی لیکن پھر جلد ہی میٹھی مسکراہٹ زہرناک ہو گئی۔ 
N,وزیر اعظم اس بات کی تفہیم کرتے دکھائی نہیں دیتے۔
P,تکلیف دہ ماضی پر نظر دوڑاتے ہوئے اُنھوں نے تادیر سوچا ہو گا کہ کس کو آرمی چیف مقرر کریں اور پھر ان کی نگاہ ِ انتخاب جنرل راحیل شریف پر پڑی۔
P, اس انتخاب کو ہر کسی نے سراہا کہ کیا باوقار، خاموش طبع اور فوجی پس ِ منظر رکھنے والے ایک پیشہ ور سپاہی ہیں۔ 
N, تاہم اس کے چند ماہ بعد ہی وزیر اعظم کی وہ مسکراہٹ ، جو ان کے محسوسات کا پتہ دیتی ہے، غائب ہو گئی اور یکایک اُنھوں نے خود کو اپنے ہی مقرر کردہ چیف کے ساتھ محاذآرائی میں الجھے ہوئے پایا۔ 
P,اگر دیکھا جائے تو ان کے درمیان کسی پالیسی پر اختلاف نہیں۔
N, صرف بشری نفسیات کا ہی مسئلہ ہے، جو اسے کسی اور کے ساتھ مدلل گفتگو اور افہام و تفہیم کے قابل نہیں رہنے دیتی۔ 
Neu,اس مسئلے کا کسی کے پاس کوئی حل ہے؟
N, آپ ایک لمحے کے لئے جنرل راحیل شریف کو بھلا دیں، نواز لیگ کا ہر اُس آرمی چیف کے ساتھ الجھائو رہا جن کے ساتھ ان کا واسطہ پڑا۔ 
N,یہ درست کہ اُس وقت جنرل اسلم بیگ اتنی بلند ہوائوں میں پرواز کر رہے تھے کہ ان کی کسی کے ساتھ بھی نہیں بن آنی تھی۔
N,اس لئے ان کے ذکر ِ خیر سے بھی اجتناب بہتر، لیکن نواز شریف کی جنرل آصف نواز جنجوعہ کے ساتھ بن آئی نہ جنرل وحید کاکڑ کے ساتھ۔ اس کے بعد جنرل جہانگیر کرامت، جو ہمارے انتہائی جنٹل مین اور سلجھے ہوئے انسان تھے، نے بھی قدم پیچھے ہٹالئے۔ 
Neu, وزیر اعظم سے کسی فوجی جنرل نے الجھائو کی پالیسی نہ اپنائی، لیکن پھر دور آیا ان کے اپنے انتخاب کردہ جنرل مشرف کا... باقی تاریخ ہے۔ 
N,تاہم کہا جا سکتا ہے کہ پرویز مشرف طالع آزما مہم جو تھے اور وہ وزیر ِاعظم کے لئے مشکلات پیدا کے بغیر نہیں رہ سکتے تھے۔
N, لیکن جنرل راحیل تو ایسے نہیں، تو پھر اب کھنچائو کی وجہ کیا ہے؟
N,عام فوجی افسران نجی محفلوں میں بھی جنرل راحیل شریف کا ذکر اچھے الفاظ میں کرتے ہیں لیکن اگر وہ کوئی ولی اﷲ یا وسیع وعریض علاقوں کے فاتح ہوتے تو بھی حکمرانوں کو ان کے ساتھ مسائل پیش آنے ہی تھے۔
P, اس کی وجہ یہ ہے کہ جنرل راحیل، یا کوئی جنرل بھی، حکمرانوں کی منشا کے مطابق خوشامدی اور چرب زبان نہیں ہو سکتا۔ 
P, خدا کے بندے، یہ آپ کے مقرر کردہ چیف ہیں اور آپ ان سے طالبان، انڈیا اور مشرف ٹرائل وغیرہ، ہر موضوعات پر بات کر لیتے ہیں ،تو پھر مشکل کیا ہے؟
Neu, اصل مسئلہ جیسا کہ میں نے پہلے کہا، نفسیات کا ہے۔
P,وزیر اعظم کے قریب کچھ افراد نے انہیں مشورہ دیا تھا کہ وہ مشرف ٹرائل میں نہ الجھیں۔
N,تاہم وزیر ِ اعظم نے کسی کی ایک نہ سنی کیونکہ پرانا حساب برابر کرنے کی خواہش اتنی شدید تھی کہ اس نے کسی معقول رائے کو دماغ میں جگہ لینے کے قابل نہ چھوڑا۔
N,اور اس خواہش کو دبانا ان کے بس میں تھا ہی نہیں۔
P,جب معاملہ الجھ چکا تھا تو بھی ایک صورت نکل رہی تھی کہ مشرف کو بیرون ِ ملک جانے کی اجازت دے دی جائے۔
N,اس پر شاید کچھ طے ہو بھی چکا تھا لیکن انتقام کی خواہش نے اُنہیں وعدے کی پاسداری کے قابل نہ چھوڑا اور فوج کے تیور بگڑ گئے۔
P,اس کے بعد جب وزیر ِ اعظم پی ایم اے کاکول گئے تو ایسا محسوس ہو رہا تھا کہ معقولیت کو سانس لینے کا موقع مل گیا ہے۔
P,اکیڈمی کی تاریخ میں شاید پہلی مرتبہ کسی وزیر ِ اعظم کی طرف سے آرمی چیف کے لئے ایسے تعریفی کلمات سننے کو ملے تھے جب اُنھوں نے نوجوان افیسرز کو مخاطب کرتے ہوئے کہا کہ اُنہیں جنرل راحیل شریف کو رول ماڈل کے طو رپر سامنے رکھنا چاہئے۔
N, یقیناً یہ مستحسن الفاظ تھے، لیکن کاکول میں ادا کیے گئے الفاظ کی چاشنی ابھی سماعت میں رس گھول ہی رہی تھی کہ شام کو کراچی میں حامد میر پر حملہ ہو گیا۔ 
P,اس پر بھی حکومت اور جی ایچ کیو کے پاس سنہری موقع تھا کہ وہ مشترکہ موقف اپناتے ہوئے مزید قریب آ سکتے تھے۔
N,کیونکہ جب لمحاتی اشتعال کی وجہ سے کچھ افراد کی طرف سے ملک کی خفیہ ایجنسی پر الزام عائد کیا گیا اور اس اقدام سے میڈیا میں ’’خانہ جنگی‘‘ شروع ہو گئی تو حکومت کی طرف سے چار پانچ لائن کا ایک دوٹوک بیان سامنے آنا چاہئے تھا کہ بغیر تحقیق کے نتائج نکالنے سے گریز کیا جائے ۔
P,کسی ادارے یا شخص پر بغیر ثبوت کے الزام نہ لگایا جائے۔
N, حکومت کی طرف سے یہ بیان آنے سے صورت ِ حال کو بہت حد تک سنبھالا مل جاتا لیکن ایسا نہ ہوا، بلکہ اس کے روئیے سے ایسا محسوس ہوا کہ وہ نہ صرف میڈیا پر لڑی جانے والی ’’خانہ جنگی ‘‘ میں ایک فریق بن گئی ہے بلکہ اس کا جھکائو فوج اور آئی ایس آئی کے خلاف بھی ہے۔
N,وزیراعظم حامد میر کی عیادت کرنے کراچی گئے لیکن اُنھوں نے آئی ایس آئی پر لگائے گئے الزامات پر ایک لفظ تک نہ کہا۔
Neu,اس پر آرمی چیف نے اگلے دن آئی ایس آئی ہیڈکوارٹرز اسلام آباد کا دورہ کیا۔
N, اس دورے سے اس خدشے کی تصدیق، اگر کسی تصدیق کی ضرورت تھی، ہو گئی کہ حکومت اور دفاعی اداروں کے درمیان پڑنے والی خلیج میں اضافہ ہو چکا ۔
N,میں کارگل مہم جوئی اور بعد میں پیش آنے والے کچھ ناروا واقعات اکتوبر میں مارے جانے والے شب خون کی وجہ بن گئے۔
N, اس مرتبہ، جب ابھی موجودہ حکومت نے منصب پر پہلی مدت جتنے دن بھی نہیں گزارے کہ ملک ایک مرتبہ پھر اسی تصادم کی راہ پر کھڑا دکھائی دیتا ہے۔ 
N,میں کارگل مہم جوئی اور بعد میں پیش آنے والے کچھ ناروا واقعات اکتوبر میں مارے جانے والے شب خون کی وجہ بن گئے۔
N, اس مرتبہ، جب ابھی موجودہ حکومت نے منصب پر پہلی مدت جتنے دن بھی نہیں گزارے کہ ملک ایک مرتبہ پھر اسی تصادم کی راہ پر کھڑا دکھائی دیتا ہے۔
N, اس وقت مشرف، جہاں بھی اور جس تنہائی کا شکار بھی ہیں، کھل کر ہنس رہے ہوںگے ۔
Neu,اس وقت تک ہم کچھ نتائج پر نظر ڈال چکے ہیں۔
N,فوج کی معاونت کے بغیر طالبان کے ساتھ مذاکرات دھول بن کر اُڑ چکے ہیں۔
N,بھارت ایک الجھائو کا شکار حکومت کے ساتھ بزنس کرنے سے پہلے بہت کچھ سوچے گا۔
N,سول اور ملٹری دفاتر کے درمیان پیغام رسانی تقریباً نہ ہونے کے برابر ہے۔
